id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,house_age,is_renovated,living_to_lot_ratio
6145600900,2015-05-13,325000,2,2.5,1170,1638,2.0,0,0,3,8,1170,0,2008,0,98133,47.7041,-122.351,1350,1407,17,0,0.7142857142857143
3975400185,2015-05-13,645000,3,2.0,1640,4218,1.0,0,0,4,7,910,730,1941,0,98103,47.6546,-122.344,1670,4000,84,0,0.388809862494073
3445000274,2015-05-13,170000,3,1.0,970,8710,1.0,0,0,4,6,970,0,1962,0,98198,47.4167,-122.302,1280,11805,63,0,0.1113662456946039
7327902612,2015-05-13,269500,2,1.0,930,4000,1.0,0,0,3,6,730,200,1943,0,98108,47.5321,-122.323,1100,5000,82,0,0.2325
3649100015,2015-05-13,480000,3,2.25,1820,15000,1.0,0,0,3,7,1480,340,1978,0,98028,47.7401,-122.249,1930,13600,47,0,0.12133333333333333
1604590190,2015-05-13,775000,5,3.5,3730,16679,1.0,0,0,3,10,2760,970,1990,0,98075,47.5987,-122.029,3280,16679,35,0,0.22363451046225793
2867300170,2015-05-13,498000,4,2.5,3402,14355,2.0,0,0,3,10,2846,556,2014,0,98023,47.3009,-122.385,3402,8487,11,0,0.23699059561128527
2122049013,2015-05-13,204750,2,1.0,880,7575,1.0,0,0,4,7,880,0,1942,0,98198,47.3757,-122.304,1800,7575,83,0,0.11617161716171617
7760400480,2015-05-13,288000,3,2.5,1370,9253,1.0,0,0,3,7,1090,280,1994,0,98042,47.3717,-122.073,1470,9253,31,0,0.14806008861990705
3025300250,2015-05-13,1620000,4,2.25,2350,17709,2.0,0,0,4,9,2350,0,1977,0,98039,47.6232,-122.236,3360,19855,48,0,0.13270088655485912
8731730590,2015-05-13,242150,4,1.75,1490,8544,1.0,0,0,4,7,1490,0,1970,0,98031,47.3894,-122.166,1180,8372,55,0,0.17439138576779026
9828700685,2015-05-13,900000,3,1.75,1540,8400,1.5,0,0,3,7,1540,0,1902,0,98122,47.6187,-122.295,1330,4800,123,0,0.18333333333333332
1337800855,2015-05-12,885000,3,1.5,2200,2880,2.0,0,0,5,7,1440,760,1904,0,98112,47.6308,-122.312,2440,4640,121,0,0.7638888888888888
9485940290,2015-05-12,464950,4,2.25,2350,36116,1.0,0,0,4,9,2350,0,1983,0,98042,47.3533,-122.082,2580,36116,42,0,0.06506811385535496
7979900440,2015-05-12,600000,2,1.75,2080,13054,1.0,0,1,3,7,2080,0,1951,0,98155,47.7435,-122.292,2440,13054,74,0,0.15933813390531637
5417600130,2015-05-12,301000,2,1.0,910,9000,1.0,0,0,3,5,910,0,1923,0,98065,47.526,-121.81,1290,9000,102,0,0.10111111111111111
3904921100,2015-05-12,674725,4,2.5,2700,10160,2.0,0,0,3,9,2700,0,1988,0,98029,47.5685,-122.012,2760,9219,37,0,0.265748031496063
2123700015,2015-05-12,228800,4,2.5,1470,1612,2.0,0,0,3,7,980,490,2003,0,98118,47.5275,-122.271,1460,5027,22,0,0.9119106699751861
7299600700,2015-05-12,328000,3,2.5,2242,4800,2.0,0,0,3,8,2242,0,2013,0,98092,47.2581,-122.2,2009,4800,12,0,0.46708333333333335
8151600142,2015-05-12,319950,5,1.75,1710,11900,1.0,0,0,3,7,1070,640,1958,0,98146,47.506,-122.365,1030,10360,67,0,0.14369747899159663
9358000780,2015-05-12,275000,2,1.0,830,5610,1.0,0,0,3,6,830,0,1922,0,98126,47.5674,-122.367,1310,2793,103,0,0.14795008912655971
8685500020,2015-05-12,387000,3,1.0,1530,6372,1.0,0,0,3,7,1210,320,1962,0,98118,47.535,-122.289,1960,6426,63,0,0.2401129943502825
5680000260,2015-05-12,385000,3,1.0,810,4600,1.0,0,0,3,6,810,0,1918,0,98144,47.5712,-122.316,1520,4800,107,0,0.17608695652173914
3438500114,2015-05-12,377000,4,2.0,1640,5014,1.0,0,0,4,7,930,710,1982,0,98106,47.5545,-122.356,1600,5452,43,0,0.32708416433984844
1402620120,2015-05-12,440000,4,2.5,2410,7517,2.0,0,0,3,8,2410,0,1983,0,98058,47.4388,-122.142,2420,8095,42,0,0.320606624983371
8146300180,2015-05-12,860000,5,2.25,1960,8592,1.0,0,0,4,8,1290,670,1958,0,98004,47.6066,-122.192,1720,8592,67,0,0.22811918063314712
5536100020,2015-05-12,1190000,3,2.0,2160,15788,1.0,0,0,3,8,2160,0,1951,0,98004,47.6227,-122.207,2260,9787,74,0,0.13681276919179122
9407001770,2015-05-12,304950,3,1.75,1350,9000,1.0,0,0,3,7,1350,0,1987,0,98045,47.4487,-121.773,1370,9500,38,0,0.15
2722059275,2015-05-12,536000,3,2.75,2290,34548,2.0,0,3,4,7,2290,0,1984,0,98042,47.3691,-122.163,399,275299,41,0,0.06628458955655898
3361400980,2015-05-12,135000,2,1.0,600,6120,1.0,0,0,3,5,600,0,1943,1989,98168,47.5,-122.317,1090,6120,82,1,0.09803921568627451
3760500240,2015-05-12,435000,2,0.75,750,16321,1.0,0,1,3,4,750,0,1936,0,98034,47.6985,-122.229,3020,10625,89,0,0.045953066601311196
7795810110,2015-05-12,390000,3,1.75,1430,9857,1.0,0,2,4,7,1140,290,1980,0,98045,47.4964,-121.771,1310,9880,45,0,0.14507456629806229
7893203480,2015-05-12,205000,3,1.5,1420,5000,1.0,0,0,3,7,920,500,1987,0,98198,47.4192,-122.33,1400,7500,38,0,0.284
1775700011,2015-05-12,390000,3,2.5,1410,26375,1.0,0,0,3,6,1410,0,1992,0,98077,47.7432,-122.076,1410,12474,33,0,0.053459715639810425
2597501190,2015-05-12,270000,3,2.25,2080,26574,1.0,0,2,3,7,1380,700,1993,0,98002,47.2846,-122.192,1770,8140,32,0,0.07827199518326183
2473002650,2015-05-12,495000,4,2.5,2400,11640,1.0,0,0,5,8,1800,600,1968,0,98058,47.4485,-122.139,2440,10823,57,0,0.20618556701030927
6661200260,2015-05-12,220000,2,1.5,1030,2850,2.0,0,0,3,7,1030,0,1995,0,98038,47.3845,-122.039,1030,3000,30,0,0.36140350877192984
8822900122,2015-05-12,325000,3,2.25,1330,969,3.0,0,0,3,7,1330,0,2007,0,98125,47.7177,-122.292,1310,1941,18,0,1.3725490196078431
9151600106,2015-05-12,750000,4,1.5,2030,3300,1.5,0,0,4,8,1530,500,1927,0,98116,47.5855,-122.383,2610,5400,98,0,0.6151515151515151
2769601250,2015-05-12,550000,2,1.0,1420,3100,1.0,0,0,3,7,820,600,1924,0,98107,47.6737,-122.365,1420,3915,101,0,0.45806451612903226
305500140,2015-05-12,365000,3,2.5,2200,4052,2.0,0,0,3,8,2200,0,2005,0,98058,47.4362,-122.178,2310,5082,20,0,0.5429417571569596
9828700005,2015-05-12,440000,3,1.0,1040,4000,1.0,0,0,3,7,1040,0,1950,0,98122,47.6178,-122.292,1170,4000,75,0,0.26
6206100075,2015-05-12,700000,4,1.75,1980,10800,1.0,0,0,4,8,1320,660,1953,0,98005,47.5899,-122.173,2310,10800,72,0,0.18333333333333332
2524049108,2015-05-12,1380000,5,4.25,4050,18827,1.0,0,2,4,10,2150,1900,1979,0,98040,47.5323,-122.237,3600,25120,46,0,0.21511658787910978
6056111350,2015-05-12,439000,3,2.25,1430,2343,2.0,0,0,3,8,1430,0,2012,0,98108,47.5648,-122.294,1270,1916,13,0,0.6103286384976526
9136103130,2015-05-12,685000,2,1.5,1090,4013,1.5,0,0,3,7,1090,0,1900,0,98103,47.6652,-122.338,1390,4013,125,0,0.2716172439571393
5153200356,2015-05-12,280000,4,1.75,2250,16000,1.0,0,0,3,8,1450,800,1957,0,98023,47.3303,-122.351,1930,16000,68,0,0.140625
9550204620,2015-05-12,475000,3,1.75,1720,3825,1.5,0,0,3,7,1720,0,1925,0,98105,47.666,-122.327,2000,3825,100,0,0.4496732026143791
7932000041,2015-05-12,602500,2,2.5,3090,47044,1.0,0,0,4,10,2250,840,1979,0,98058,47.4291,-122.177,1860,62829,46,0,0.06568319020491455
4139420190,2015-05-12,2480000,4,5.0,5310,16909,1.0,0,4,3,12,3090,2220,1992,0,98006,47.5515,-122.113,5220,15701,33,0,0.3140339464190668
2783100230,2015-05-12,530000,4,2.25,1940,8270,2.0,0,0,5,7,1940,0,1962,0,98133,47.7567,-122.333,1800,7743,63,0,0.23458282950423218
9266700190,2015-05-11,245000,1,1.0,390,2000,1.0,0,0,4,6,390,0,1920,0,98103,47.6938,-122.347,1340,5100,105,0,0.195
2473350470,2015-05-11,330000,3,1.5,1440,7875,1.0,0,0,4,8,1440,0,1968,0,98058,47.4561,-122.148,1800,8964,57,0,0.18285714285714286
1934800162,2015-05-11,386180,2,1.5,960,1829,2.0,0,0,3,7,960,0,2005,0,98122,47.6032,-122.308,1470,1829,20,0,0.5248769819573538
6046400755,2015-05-11,475000,5,1.75,2020,5100,1.5,0,0,5,7,1320,700,1911,0,98103,47.6915,-122.345,1130,5100,114,0,0.396078431372549
2877103615,2015-05-11,870000,4,1.75,2370,5000,1.5,0,2,3,8,1770,600,1919,0,98103,47.6779,-122.357,2100,4550,106,0,0.474
1240700006,2015-05-11,870000,3,2.0,2320,65340,1.5,0,0,3,9,2320,0,1992,0,98074,47.6106,-122.055,3100,59603,33,0,0.03550658096112642
5428000070,2015-05-11,770000,5,3.5,4750,8234,2.0,0,2,3,10,3350,1400,2013,0,98198,47.3574,-122.318,2160,14496,12,0,0.5768763662861307
1591600307,2015-05-11,360000,3,1.75,1810,7200,1.0,0,0,5,7,1030,780,1959,0,98146,47.4993,-122.364,1950,8384,66,0,0.2513888888888889
7853380570,2015-05-11,701000,4,2.5,3340,5314,2.0,0,0,3,10,3340,0,2010,0,98065,47.5167,-121.885,3220,5500,15,0,0.62852841550621
7104100110,2015-05-11,899000,4,3.5,2490,5500,2.0,0,0,3,9,1780,710,2015,0,98136,47.5499,-122.393,1710,5500,10,0,0.4527272727272727
3343901440,2015-05-11,379000,4,1.75,2180,7876,1.0,0,0,4,7,1290,890,1977,0,98056,47.5157,-122.191,1960,7225,48,0,0.276790248857288
1326069188,2015-05-11,350000,3,2.5,1640,10424,2.0,0,0,3,7,1640,0,1988,0,98019,47.7345,-121.977,1560,10101,37,0,0.15732924021488873
5127100100,2015-05-11,382880,3,2.0,1620,9566,1.0,0,0,4,7,1620,0,1968,0,98059,47.474,-122.146,1660,10011,57,0,0.1693497804725068
4273000095,2015-05-11,340000,4,1.75,1400,8374,1.0,0,0,3,7,1400,0,1953,0,98166,47.4735,-122.344,1420,8360,72,0,0.16718414139001672
1138010180,2015-05-11,399950,3,2.5,1510,7300,1.0,0,0,3,7,1040,470,1974,0,98034,47.7153,-122.211,1360,7300,51,0,0.20684931506849316
5583200345,2015-05-11,422000,2,1.0,750,4000,1.0,0,0,4,6,750,0,1926,0,98118,47.5547,-122.272,1120,5038,99,0,0.1875
5255300150,2015-05-11,510000,3,1.75,1950,8325,1.0,0,0,4,7,1950,0,1962,0,98011,47.7685,-122.2,1950,8325,63,0,0.23423423423423423
3336001515,2015-05-11,426250,4,1.0,1610,6000,1.5,0,0,4,7,1510,100,1905,0,98118,47.5261,-122.266,1430,6000,120,0,0.2683333333333333
5540800100,2015-05-11,245000,3,1.0,910,6630,1.0,0,0,4,6,910,0,1912,0,98103,47.6947,-122.346,950,5100,113,0,0.13725490196078433
6639900219,2015-05-11,419900,3,2.5,1630,1755,2.0,0,0,3,8,1320,310,1997,0,98033,47.691,-122.176,1920,14550,28,0,0.9287749287749287
9353300820,2015-05-11,310000,3,1.0,1250,10723,1.0,0,0,4,7,1250,0,1961,0,98059,47.4894,-122.135,1520,10723,64,0,0.11657185489135503
2421059090,2015-05-11,640000,4,2.5,4090,215186,2.0,0,0,4,8,3670,420,1979,0,98092,47.2964,-122.116,2430,142005,46,0,0.01900681271086409
3422059208,2015-05-11,390000,3,2.5,1930,64904,1.0,0,0,4,8,1930,0,1988,0,98042,47.346,-122.157,2350,57500,37,0,0.02973622581042771
8682310310,2015-05-11,589000,2,2.0,1850,4667,1.0,0,0,3,8,1850,0,2010,0,98053,47.7101,-122.014,1860,6008,15,0,0.3964002571244911
1445500100,2015-05-11,900000,5,2.25,2510,35691,1.0,0,0,3,9,2510,0,1967,0,98005,47.6435,-122.154,3160,35037,58,0,0.07032585245580118
1925069082,2015-05-11,2200000,5,4.25,4640,22703,2.0,1,4,5,8,2860,1780,1952,0,98052,47.6393,-122.097,3140,14200,73,0,0.20437827599876668
1732800199,2015-05-11,935000,2,2.5,1680,977,3.0,0,0,3,9,1680,0,2009,0,98119,47.632,-122.361,1680,977,16,0,1.7195496417604914
3333000655,2015-05-11,334000,2,1.0,890,6000,1.0,0,0,3,6,890,0,1941,0,98118,47.5437,-122.281,1090,5900,84,0,0.14833333333333334
4045800030,2015-05-11,739000,3,2.25,2220,10530,1.0,0,0,4,8,1700,520,1974,0,98052,47.6383,-122.098,2500,10014,51,0,0.21082621082621084
2817100430,2015-05-11,389000,3,2.0,2080,12972,1.0,0,0,4,7,1250,830,1981,0,98070,47.3733,-122.432,1530,10089,44,0,0.16034535923527599
3343300644,2015-05-11,343000,2,1.0,1110,9920,1.0,0,0,5,6,700,410,1942,0,98056,47.5454,-122.192,2830,10091,83,0,0.11189516129032258
2473350790,2015-05-11,371000,3,1.75,1970,9512,1.0,0,0,3,8,1970,0,1968,0,98058,47.4545,-122.146,2250,10573,57,0,0.2071068124474348
5651010150,2015-05-10,435000,3,2.5,1930,5790,2.0,0,0,4,7,1930,0,1988,0,98011,47.7733,-122.17,1790,4901,37,0,0.3333333333333333
7852170140,2015-05-10,650000,4,2.5,3180,5438,2.0,0,0,3,9,3180,0,2003,0,98065,47.5416,-121.864,3030,5335,22,0,0.5847738139021699
2493200325,2015-05-09,589500,4,1.5,1440,3200,1.0,0,1,4,7,960,480,1960,0,98136,47.5269,-122.383,1650,6400,65,0,0.45
7429000130,2015-05-09,515000,4,2.5,2980,12534,2.0,0,0,3,9,2980,0,1996,0,98031,47.3999,-122.211,2630,12534,29,0,0.23775331099409605
9353301070,2015-05-08,342500,5,2.25,2100,10726,1.0,0,0,4,7,1050,1050,1963,0,98059,47.4922,-122.134,2100,10726,62,0,0.19578594070482938
251610020,2015-05-08,1580000,4,2.75,3480,19991,2.0,0,2,4,10,2630,850,1979,0,98004,47.6354,-122.214,3770,20271,46,0,0.1740783352508629
3449000200,2015-05-08,360000,4,1.75,2010,12188,1.0,0,0,4,7,1150,860,1960,0,98059,47.5013,-122.147,1720,8475,65,0,0.1649163111256974
1921069101,2015-05-08,399000,3,1.75,2170,73616,1.0,0,0,3,7,2170,0,2008,0,98092,47.2881,-122.086,1710,297514,17,0,0.029477287546185612
8944550050,2015-05-08,448500,3,2.5,2080,3920,2.0,0,0,3,8,2080,0,2010,0,98118,47.5412,-122.286,2110,3710,15,0,0.5306122448979592
6119700030,2015-05-08,699950,4,3.25,3674,12793,2.0,0,1,3,9,3674,0,1987,0,98166,47.4357,-122.343,3220,13100,38,0,0.2871883061049011
2896400210,2015-05-08,455000,4,2.5,1780,2992,2.0,0,0,3,7,1780,0,2003,0,98072,47.7633,-122.149,1610,2961,22,0,0.5949197860962567
1924059254,2015-05-08,1295000,5,3.75,3490,15246,1.0,0,1,4,10,1940,1550,1968,0,98040,47.5479,-122.212,3410,15682,57,0,0.22891250163977436
6450302545,2015-05-08,443000,3,1.0,1280,5460,1.5,0,0,4,7,1280,0,1931,0,98133,47.7321,-122.334,1390,5500,94,0,0.23443223443223443
8078490090,2015-05-08,245000,3,1.75,1670,11452,1.0,0,2,3,8,1670,0,1992,0,98022,47.1913,-122.015,1820,11152,33,0,0.1458260565840028
322069010,2015-05-08,435000,3,2.0,2570,233481,1.5,0,0,4,8,2570,0,1986,0,98038,47.4199,-122.034,2280,157687,39,0,0.011007319653419336
1796370180,2015-05-08,260000,3,2.25,1610,7423,2.0,0,0,4,7,1610,0,1990,0,98042,47.3713,-122.091,1530,8102,35,0,0.21689343931025193
2133010110,2015-05-08,455000,4,2.5,1770,13168,2.0,0,0,3,7,1770,0,1990,0,98019,47.7306,-121.966,2050,14859,35,0,0.13441676792223572
126039394,2015-05-08,525000,4,2.75,2300,26650,1.0,0,0,4,8,2300,0,1950,0,98177,47.7771,-122.362,2000,9879,75,0,0.08630393996247655
1432900240,2015-05-08,205000,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,63,0,0.1876675603217158
3885805035,2015-05-08,687500,2,1.0,1040,7200,1.0,0,0,4,6,1040,0,1955,0,98033,47.6823,-122.203,1640,7200,70,0,0.14444444444444443
1109000175,2015-05-08,370000,4,2.0,1950,3757,1.0,0,0,4,6,1160,790,1908,0,98118,47.5372,-122.269,1720,3757,117,0,0.5190311418685121
1118000320,2015-05-08,3400000,4,4.0,4260,11765,2.0,0,0,3,11,3280,980,1939,2010,98112,47.638,-122.288,4260,10408,86,1,0.36209094772630684
2517010630,2015-05-08,410000,4,2.5,3320,5034,2.0,0,0,4,7,3320,0,2006,0,98042,47.4011,-122.164,2580,4950,19,0,0.6595152959872864
3751600409,2015-05-08,510000,4,2.5,4073,17334,2.0,0,0,3,8,4073,0,2008,0,98001,47.2949,-122.27,1780,9625,17,0,0.23497173185646705
4025300135,2015-05-08,451000,3,1.75,1790,9813,2.0,0,0,3,7,1790,0,1949,0,98155,47.749,-122.305,1520,10125,76,0,0.18241108733312952
1223039195,2015-05-08,465000,5,1.75,2330,6450,1.0,0,1,3,8,1330,1000,1958,0,98146,47.4959,-122.367,2330,8258,67,0,0.3612403100775194
7302000610,2015-05-08,316000,4,1.5,2120,46173,2.0,0,0,3,7,2120,0,1974,0,98053,47.6503,-121.968,2000,46173,51,0,0.04591427890758668
2126049083,2015-05-08,324500,2,1.0,1300,6617,1.0,0,0,3,7,1300,0,1986,0,98125,47.7238,-122.302,1820,7800,39,0,0.19646365422396855
3083000365,2015-05-08,330000,4,2.0,1170,4000,1.0,0,0,3,7,1170,0,1955,0,98144,47.5797,-122.305,1720,4000,70,0,0.2925
2968801085,2015-05-08,334000,4,1.5,1680,7620,1.0,0,0,4,7,1180,500,1965,0,98166,47.4578,-122.351,1460,7620,60,0,0.2204724409448819
2359300030,2015-05-08,565000,3,1.0,910,5212,1.0,0,0,3,7,910,0,1951,0,98115,47.6742,-122.284,1520,6300,74,0,0.17459708365310822
8125200480,2015-05-08,422000,4,2.5,2310,6650,2.0,0,2,3,8,2310,0,2012,0,98166,47.4513,-122.267,1800,9819,13,0,0.3473684210526316
8011100050,2015-05-08,350000,2,1.0,1220,28703,1.0,0,0,4,7,1220,0,1953,0,98056,47.4952,-122.172,2740,6720,72,0,0.04250426784656656
3277801586,2015-05-08,380000,3,2.25,1520,1464,2.0,0,0,3,8,1240,280,2010,0,98126,47.543,-122.375,1710,1464,15,0,1.0382513661202186
1720069075,2015-05-08,530000,3,3.0,2450,211266,1.5,0,3,3,8,2450,0,2004,0,98022,47.2215,-122.067,2300,263492,21,0,0.011596754802003163
3224059107,2015-05-08,649500,4,3.0,3150,6599,2.0,0,0,3,9,3150,0,2008,0,98056,47.5279,-122.199,2680,9430,17,0,0.4773450522806486
2215900410,2015-05-08,323000,4,2.75,2000,9083,2.0,0,0,4,7,2000,0,1992,0,98038,47.3511,-122.058,1690,7735,33,0,0.2201915666629968
8819900449,2015-05-08,395000,2,1.0,1100,3975,1.0,0,0,3,7,900,200,1950,0,98105,47.6701,-122.286,1110,4280,75,0,0.27672955974842767
7132300540,2015-05-08,450000,2,2.0,1730,4248,2.0,0,0,3,7,1730,0,1905,0,98144,47.5933,-122.308,1380,4000,120,0,0.4072504708097928
3964400120,2015-05-08,512500,4,1.75,1620,4240,1.5,0,0,5,7,1620,0,1916,0,98144,47.5746,-122.311,1450,4240,109,0,0.38207547169811323
3782400040,2015-05-08,396000,3,2.25,1680,9766,2.0,0,0,3,7,1680,0,1989,0,98019,47.7341,-121.981,1590,9757,36,0,0.17202539422486177
8820903080,2015-05-08,455000,2,1.0,910,5759,1.0,0,0,3,6,910,0,1951,0,98125,47.7153,-122.284,1520,7518,74,0,0.1580135440180587
5104540330,2015-05-08,679000,4,2.5,3680,7236,2.0,0,0,3,10,3680,0,2006,0,98038,47.3543,-122.005,3310,7180,19,0,0.5085682697622996
1332200100,2015-05-07,393000,4,2.5,2641,8091,2.0,0,0,3,7,2641,0,1998,0,98031,47.4043,-122.213,2641,8535,27,0,0.3264120627858114
4443800505,2015-05-07,585000,3,1.5,1810,3880,1.5,0,0,4,8,1310,500,1929,0,98117,47.6835,-122.392,1400,3880,96,0,0.46649484536082475
620069061,2015-05-07,450000,3,2.5,2880,426452,2.0,0,3,3,7,2880,0,1979,0,98092,47.2485,-122.101,1460,320890,46,0,0.00675339780326977
1422069070,2015-05-07,472000,3,2.5,1860,415126,2.0,0,0,3,7,1860,0,2006,0,98038,47.3974,-122.005,2070,54014,19,0,0.004480567345817896
3876540600,2015-05-07,273000,3,2.25,1930,8192,1.0,0,0,3,7,1470,460,1984,0,98003,47.2624,-122.299,1510,8192,41,0,0.235595703125
3288100290,2015-05-07,605000,3,2.75,3230,9576,1.5,0,0,4,8,3230,0,1966,0,98034,47.7307,-122.183,2820,9576,59,0,0.3373015873015873
7349650490,2015-05-07,285000,3,1.75,1600,7500,1.0,0,0,3,7,1600,0,1998,0,98002,47.2831,-122.199,1620,7461,27,0,0.21333333333333335
1036000610,2015-05-07,639500,3,1.75,2010,8072,1.0,0,0,4,8,2010,0,1974,0,98052,47.6327,-122.097,2030,8055,51,0,0.24900891972249753
1797501275,2015-05-07,665000,5,2.75,2670,4000,2.0,0,0,4,7,1800,870,1914,0,98105,47.6711,-122.315,2460,4000,111,0,0.6675
1453602283,2015-05-07,342000,2,2.0,1320,1462,3.0,0,0,3,7,1320,0,1997,0,98125,47.7223,-122.29,1430,1650,28,0,0.9028727770177839
3304300300,2015-05-07,579950,4,2.75,2460,8643,2.0,0,0,3,9,2460,0,2011,0,98059,47.4828,-122.133,3110,8626,14,0,0.2846233946546338
8827901415,2015-05-07,613000,3,1.5,1470,4480,1.0,0,0,4,7,1130,340,1918,0,98105,47.6693,-122.291,2120,4480,107,0,0.328125
6400700220,2015-05-07,450000,3,1.0,1540,9028,1.0,0,0,4,6,1540,0,1968,0,98033,47.6698,-122.177,1450,9028,57,0,0.17058041648205582
1843130360,2015-05-07,295000,3,2.5,2030,4867,2.0,0,0,3,7,2030,0,2003,0,98042,47.3747,-122.128,2030,5000,22,0,0.4170947195397576
925069111,2015-05-07,568000,3,1.75,1760,235224,1.0,0,0,3,7,1760,0,1973,0,98053,47.6735,-122.041,2320,87120,52,0,0.0074822297044519264
925059288,2015-05-07,750000,3,2.5,2400,7745,2.0,0,0,3,9,2400,0,2001,0,98033,47.6734,-122.173,2080,8615,24,0,0.3098773402194964
293000180,2015-05-07,370000,2,1.0,910,5525,1.0,0,0,2,6,910,0,1910,0,98126,47.5322,-122.379,1620,5525,115,0,0.16470588235294117
1724069060,2015-05-07,1075000,2,3.25,1550,1767,3.0,1,3,3,8,1550,0,2006,0,98075,47.5684,-122.06,2710,3444,19,0,0.8771929824561403
5559200065,2015-05-07,306500,2,1.0,1420,16400,1.5,0,0,4,6,1420,0,1943,0,98023,47.3221,-122.344,1900,16400,82,0,0.08658536585365853
2781240050,2015-05-07,349950,3,2.0,1640,4714,1.0,0,0,3,8,1640,0,2009,0,98038,47.3539,-122.021,1770,4802,16,0,0.34789987271955874
9169100175,2015-05-07,700000,4,2.0,2490,4700,1.0,0,0,4,7,1690,800,1952,0,98136,47.5254,-122.392,2240,5000,73,0,0.5297872340425532
4217401035,2015-05-07,1482500,3,2.25,3290,5000,2.0,0,0,3,9,2730,560,1939,0,98105,47.6582,-122.28,2340,4000,86,0,0.658
3438500168,2015-05-07,325000,3,1.5,1060,7488,1.0,0,0,5,7,1060,0,1977,0,98106,47.5549,-122.356,1300,6780,48,0,0.14155982905982906
7972600910,2015-05-07,433000,4,2.0,1840,4760,1.5,0,0,4,6,1080,760,1929,0,98106,47.5297,-122.349,1170,5950,96,0,0.3865546218487395
3797310230,2015-05-07,314950,3,2.0,1760,9732,1.0,0,0,3,7,1760,0,1996,0,98022,47.1923,-122.014,1910,9231,29,0,0.1808466913275791
